7121616151779640078,只要你对中国人民的智商有信心，这些所谓专家就没有什么好担心的。,0,29,0,2022-07-18 15:49:19,来自浙江,8963762249,悠果农艺
7121602901134508838,说实话，我对中国的智库充满担忧,0,246,0,2022-07-18 14:58:11,来自广东,51662658545,秋韵144303906
7121560964210115369,抱团取暖和结伴打劫，说的好！反映出中美两种截然不同的外交立场和文化层次[赞],0,5,0,2022-07-18 12:14:38,来自云南,102273943278,奕容容
7121600070424216350,十四亿中国人，极具智慧的人多，但不在智库里。,0,178,0,2022-07-18 14:47:17,来自福建,1191490422837900,风清扬cgl
7121619248627221280,中国真正的智库，企会让外人知道。,0,9,0,2022-07-18 16:01:32,来自河南,2938321995564371,香雪
7121561622292316967,中文“团结”的内涵是“抱团取暖”。西方的“团结”的内涵是“结伴打劫”。（李炜说）[赞][赞][赞],0,3,0,2022-07-18 12:18:17,来自辽宁,54641226470,一切如常11111
7121622828046566158,乌克兰毁灭了核武器和图160，取信了美国。下场是。。。,0,17,0,2022-07-18 16:15:18,来自广东,65728989551,沉着溪水Q
7121593053890020103,说得对，同感！[鼓掌][鼓掌][鼓掌][赞][赞][赞],0,33,0,2022-07-18 14:19:33,来自陕西,105205839566,雪夜骁狼
7121627338433332009,李老师分析归纳总结的太准确了，直击美西方的灵魂！！！[赞][赞][赞][加油][加油][加油][加油][加油][比心][比心][比心]最后请教您一下，你照片中坐在那里是崩苞米花吗[what][捂脸],0,1,0,2022-07-18 16:32:31,来自吉林,2497700093237799,漫游无迹
7121526281119728421,李老师对帝西方的分析和刻画入木三分，极为精确。大赞！[赞][赞][赞][赞][赞],0,10,0,2022-07-18 09:59:40,来自湖北,162351321987052,神秘荷叶xi
7121603983214723874,更早的时候我就开始担心了！目前的所谓智库受西方洗过脑的人背景值得严重关注！,0,124,0,2022-07-18 15:01:44,来自江苏,4092843232,户名已输
7121595802321634089,并非是个学者就叫智库的。,0,65,0,2022-07-18 14:30:04,来自上海,3043035850,gao
7121522423731831552,文章中提到，美国手机信号不好，时常是3g信号，这是真的吗？,0,1,0,2022-07-18 09:44:44,来自河北,1978728274993406,新世界看风云
7121597856699859743,说的太到位了。,0,1,0,2022-07-18 14:38:20,来自湖北,5832434459,yukanglan20100523
7121582062418871055,我还担心所谓的砖家学者,0,130,0,2022-07-18 13:36:36,来自江苏,1626913493231443,用户3282907684803闲
7121609718053339944,这些所谓的人物是怎么进智库的,0,27,0,2022-07-18 15:24:10,来自山东,219530420815005,音美爱好者
7121618489727189800,中国智库有多少身在曹营心在汉,0,2,0,2022-07-18 15:58:07,来自浙江,5549815227,咱们比比黑
7121542062612595491,分析正确，赞赞赞,0,6,0,2022-07-18 11:01:27,来自湖南,87944865808,何新辉368
7121512605911073549,交流需要真诚，实事求是。见不得别人好，怎么交流都无用。,2,52,0,2022-07-18 09:07:59,来自甘肃,2436109432006788,雅曲清音
7121551954203656996,支持李老师，及时正义的好文。[赞][赞][赞],0,4,0,2022-07-18 11:40:20,来自河北,51708058777,钢花飞溅DITh
7121594815611011840,我觉得可以打包全送，快递方式我们选，就看美国敢不敢接。,0,24,0,2022-07-18 14:26:02,来自辽宁,87107004428,刹那
7121566554101334823,又刚又硬，为你点赞！👍👍👍,0,70,0,2022-07-18 12:36:55,来自北京,61509905767,花儿朵朵1699
7121535968423314180,通俗易懂的好文。李教授辛苦了！大家共同努力，多发这样的好文章。,0,5,0,2022-07-18 10:38:05,来自天津,413872926504715,微笑着向往明天
7121621704736686888,实话实说，我对中国的一些智库有信心；对一些智库充满着担忧；对一些智库则充满着警惕。,0,5,0,2022-07-18 16:10:35,来自贵州,102023901827,XQLSH
7121627146292069131,有些观点就是普通人的，哪怕教授，和智库不沾边,0,0,0,2022-07-18 16:32:16,来自云南,4309683139774493,没心没肺能吃能睡OK
7121608530871960361,该智的时候不智，不该智的时候却智得很，一个怪怪的圈儿！,0,13,0,2022-07-18 15:19:21,来自山东,51401830328,五菱兔
7121534247420134148,不反对缓和，立足于斗争。,0,48,0,2022-07-18 10:30:32,来自河南,62849555676,淡然处之198713151
7121581264901325603,没必要担心，智库大可以百花齐放，想常人想不到不敢想的点子，决策者多听多思考就好！,1,48,0,2022-07-18 13:33:39,来自广东,52806269903,李广之生活
7121583223859512104,抱团取暖 结伴打劫，说得好[赞],0,1,0,2022-07-18 13:41:13,来自江苏,94780259074,法兰克渣
7121627929460638471,智库提出观点方案而已，关键就要看决策者的了！,0,0,0,2022-07-18 16:34:53,来自江苏,76705819735,头像很d
7121618348185879329,中国应该有懂中国历史和一心发展中国的人才库。既谋长远，又计划现在；既发展中国，又有应对外国的伎俩手段。,0,0,0,2022-07-18 15:58:16,来自甘肃,2106313788893203,周郎公子瑜
7121583925960590110,说实在，一些专家学者张嘴闭嘴看不上自媒体作者，抹黑他们迎合读者。可这些人除了迎合西方外，我看不出任何真才实学，常识性问题老犯错。,4,736,0,2022-07-18 13:44:09,来自北京,60758115490,阿尔法军事
7121590021656331039,有些砖家邪者,0,43,0,2022-07-18 14:08:01,来自广西,74495036898,6铢1
7121627105963787011,你担心的应该是能不能在头条上多发几篇文章，多挣几个钱吧[大笑],0,0,0,2022-07-18 16:31:58,来自山东,14134978383,好运来148281321
7121612843363140388,智库里面是智者吗？,0,4,0,2022-07-18 15:36:28,来自重庆,4406462616184894,无拘无束的漂过
7121620909957317416,我从来不担中国的智库，广开言路，我们有十四亿智库！,0,0,0,2022-07-18 16:07:13,来自广东,63896874025,自若光束fl
7121627395555771136,中国智库里还有多少从美国回来的？,0,0,0,2022-07-18 16:32:35,来自辽宁,100488137420,正月十五月儿圆贏
7121524463287665415,结伴打劫[捂脸][捂脸],0,16,0,2022-07-18 09:52:35,来自福建,110054935772,收山99
7121619888749282052,感觉智库都是收米金工资的,0,2,0,2022-07-18 16:04:06,来自广东,1912767934106860,君子好球球
7121555437413597952,简单明了，入木三分[赞][赞][赞],0,3,0,2022-07-18 11:53:16,来自河南,62776192047,大平宋公
7121544988001076002,李老师今期文章很有哲学启发作用,0,2,0,2022-07-18 11:12:44,来自中国香港,58513322787,小樓6
7121605313614054148,个别人的问题不等于整个中国智库,0,3,0,2022-07-18 15:07:29,来自江西,3474908300983955,章江飞桥
7121612950322447118,未来都是精致利己，架空层，几乎无法想象。,0,3,0,2022-07-18 15:37:05,来自福建,67823979203,山上英雄光棍不朽
7121624527867708195,这些智库是不是战忽局的，不是的话就让人揪心了,0,0,0,2022-07-18 16:21:24,来自浙江,4536278068,凯撒大帝43298568
7121613290719019816,这些人算不是智库,0,2,0,2022-07-18 15:37:39,来自浙江,6400051788,我要当房叔
7121612294878020383,飘烟散雾皆为智库！,0,0,0,2022-07-18 15:34:21,来自辽宁,52231425203,矛盾150019958
7121619174648447757,是什么样的教育才能教出这样的‘人才’,0,1,0,2022-07-18 16:01:09,来自广西,70765148606,醉凕
7121533506261795625,强大起来是正道！！！,0,26,0,2022-07-18 10:28:15,来自辽宁,95929569358,全无敌77777
7121555998200251173,一针见血，精辟。,0,3,0,2022-07-18 11:55:46,来自江西,5816122551,吴保荣
7121620076029608712,怎么感觉局座开始在智库里招人啦。[捂脸][捂脸][捂脸],0,0,0,2022-07-18 16:04:36,来自浙江,77128035705,i航标灯i
7121623752949203752,这种教授进不了智库吧[抠鼻],0,0,0,2022-07-18 16:18:31,来自江苏,6099998140,GG79091055
7121624181821293312,怕就怕说的自己都信了。,0,0,0,2022-07-18 16:20:09,,57082287112,大可150740269
7121559286975300386,我们现在也有智库这个提法了，但如何发挥好智库的作用，我们还有很长的路要走,0,4,0,2022-07-18 12:08:15,来自浙江,106259475062,大事小秦
7121618750901863208,这种教授怎么不处理呢,0,1,0,2022-07-18 15:58:59,来自江苏,101648369429,运筹帷幄风声XX
7121602107404583693,说到点上了，抓不过来咋办？,0,6,0,2022-07-18 14:54:58,来自山东,3166215113551341,梅兰竹菊VjpJ
7121531082608624414,大国外交，顶层设计和民间交流都很重要，增进彼此之间了解，才有可能产生友情，才能实现和平共处,0,10,0,2022-07-18 10:18:23,来自河北,2282195952606740,包容的力量超乎想象
7121526956747064071,支持李老师,0,6,0,2022-07-18 10:02:27,来自江苏,69106729941,真诚阳光K0
7121625436647473961,智库要有智，如果是无智或反智就无存在的必要！,0,0,0,2022-07-18 16:24:54,来自湖北,106341493622,勇敢的百灵鸟Pp
7121545717998928676,点赞李老师精辟的分析！,0,2,0,2022-07-18 11:16:08,来自上海,106518496686,Lynn2990
7121618904858395427,自古敌人不可怕，就怕内奸里应外合,0,1,0,2022-07-18 15:59:49,来自陕西,104915888055,正在想起名字
7121582569883501351,说中美关系缓和，是一种幼稚的想法,0,13,0,2022-07-18 13:39:18,来自湖南,2661239138287803,翼龙察打一体
7121602185506964239,智库专家犯错是可以原谅的，犯罪事是不可饶恕的！,0,6,0,2022-07-18 14:54:54,来自山西,54930427805,彩云阁2
7121541716809171715,正义终将战胜邪恶！,0,2,0,2022-07-18 11:01:01,来自福建,2093918527949687,双狮山一抔土
7121552840782807840,现在美国只有利益,0,7,0,2022-07-18 11:44:14,来自广东,111170740609,夕阳红又是
7121623482555073292,百花齐放固然好，但也该适时打打药，除除草。而且现在杂草过于多了。,0,1,0,2022-07-18 16:18:15,来自山西,6180265143,瑶剑竹心
7121528171736482595,李教授早上好🌞,0,5,0,2022-07-18 10:06:53,来自北京,3629488837,睿智生活家FM
7121612561845453598,真的都是智库吗？,0,0,0,2022-07-18 15:35:28,来自辽宁,105356764837,梦里桃源人
7121621088505037603,你不用担心，你说的这些根本就不是智库里的成员,0,0,0,2022-07-18 16:08:10,来自黑龙江,105067756248,用户红衣集团军团长
7121548802909061928,李老师周一好，图文并茂，听的懂也看的明白。谢谢老师,0,2,0,2022-07-18 11:27:27,来自北京,3957864641866205,北京5零后
7121538056108901151,中美两国，合则两利，斗则两败俱伤。,0,8,0,2022-07-18 10:46:34,来自四川,50363138128,搞笑欧哥
7121586596742284035,是的，大堤怕蚁穴。,0,36,0,2022-07-18 13:55:14,来自越南,3685913106,咕嗄咕嗄
7121621802350150437,中国的智库应该找一些正能量的人，看看那些让自毁武功的人都什么心态,0,1,0,2022-07-18 16:11:11,来自河南,4076602055463560,悬空草落地生根
7121590236987048717,战忽局成员……,0,7,0,2022-07-18 14:08:37,来自河北,1996352802011063,一duo小红花
7121513562661208870,二轨外交非常必要，民间外交坐下来面对面的交流，有利于彼此深入交流，更能了解各界人士的心愿。,0,20,0,2022-07-18 09:12:13,来自河南,59198438925,清爽生活家ha
7121536351044092680,还真是这回事！[笑哭][笑哭][笑哭],0,2,0,2022-07-18 10:39:34,来自河南,6190107672,悠闲观众
7121579316957545256,越来越反智,0,45,0,2022-07-18 13:25:57,来自河南,110887031715,奋斗者兜爸
7121617997965820683,认知作战侵入严重,0,1,0,2022-07-18 15:56:50,来自陕西,101483295170,清风洗尘qfxc
7121562547585237764,交流是平等的，尔不能是把美的想法强加给我们！美在多少问题上找我们的麻烦，先改了再谈交流不迟！,0,6,0,2022-07-18 12:21:46,来自山东,4340487788176222,宇宙一粒尘y
7121504796464694057,团结和平才是人类的希望,0,31,0,2022-07-18 08:36:51,来自福建,99285256374,时光335
7121609560733500199,是的，堡垒是从内部攻破的，最必须提防的是内奸！,0,7,0,2022-07-18 15:24:24,来自四川,6276764386,zz1835989
7121608177330029325,你的担心是对的,0,6,0,2022-07-18 15:18:25,来自山东,111123811807,淡定湖泊3i9
7121547063389111075,好一个结伴打劫[赞][赞][赞],0,3,0,2022-07-18 11:20:50,来自四川,109677544549,1366707118
7121615159533634318,这些智库好象三四岁小孩礼说话,0,1,0,2022-07-18 15:45:37,来自山东,1200296424113885,认真藁城5O8
7121511316275479303,单相思是不行的。,0,94,0,2022-07-18 09:02:36,来自江苏,57044083784,洪七公150638897
7121586790951682855,合则两利，分则两害，建立对活机制。,0,0,0,2022-07-18 13:56:26,来自河北,100738198275,奋发海洋WS
